name,smiles
Liotrix,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])N)I)I)O.C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)[O-])N.[Na+].[Na+]
Chromic Phosphate P-32,[O-][32P](=O)([O-])[O-].[Cr+3]
Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
Masoprocol,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O
Loxapine Succinate,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O
Loxapine Hydrochloride,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.Cl
Guanfacine Hydrochloride,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl
Labetalol Hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl
Diflorasone Diacetate,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F
Loperamide Hydrochloride,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
Viloxazine Hydrochloride,CCOC1=CC=CC=C1OCC2CNCCO2.Cl
Trientine Hydrochloride,C(CNCCNCCN)N.Cl.Cl
Trientine Tetrahydrochloride,C(CNCCNCCN)N.Cl.Cl.Cl.Cl
Xanomeline Tartrate,CCCCCCOC1=NSN=C1C2=CCCN(C2)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Isoetharine Hydrochloride,CC[C@H]([C@H](C1=CC(=C(C=C1)O)O)O)NC(C)C.Cl
Erythromycin Lactobionate,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O.C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O
Cyclizine Lactate,CC(C(=O)O)O.CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
Lincomycin hydrochloride monohydrate,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O.O.Cl
Maprotiline Hydrochloride,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl
Dipivefrin Hydrochloride,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl
Mephentermine Sulfate,CC(C)(CC1=CC=CC=C1)NC.CC(C)(CC1=CC=CC=C1)NC.OS(=O)(=O)O
Hydroxyzine monohydrochloride,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl
Voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
Alfuzosin Hydrochloride,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl
Propiomazine Hydrochloride,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C.Cl
Secnidazole,CC1=NC=C(N1CC(C)O)[N+](=O)[O-]
Levomepromazine,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
Nonaethylene Glycol Nonylphenyl Ether,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
Bleomycin sulfate (USAN:USP:JAN),CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
Grepafloxacin,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
Doripenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O
Pamidronate Disodium Anhydrous,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]
Pramoxine Hydrochloride,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl
Magnesium Hydroxide,[OH-].[OH-].[Mg+2]
Irinotecan Hydrochloride,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl
Bendamustine Hydrochloride,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
Frovatriptan,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
Eletriptan,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
Citalopram Hydrobromide,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br
Rizatriptan Benzoate,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O
Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Tamiflu,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
Bexarotene,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
Flunisolide,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
Chlophedianol Hydrochloride,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O.Cl
Chloroquine Hydrochloride,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.Cl.Cl
Orphenadrine Citrate,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Fentanyl Hydrochloride,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl
Ketorolac Tromethamine,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O
Clarithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
Guanethidine Monosulfate,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O
Alpha-Tocopherol Acetate,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C
Neosar,COP(=S)(OC)SS(=O)(=O)C1=CC=CC=C1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2
Moexipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC
Tiagabine Hydrochloride,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C.Cl
Phentolamine Methanesulfonate,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O
Diethylpropion Hydrochloride,CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl
Fenfluramine Hydrochloride,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F.Cl
Prochlorperazine Edisylate,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(CS(=O)(=O)O)S(=O)(=O)O
Oxybutynin Hydrochloride,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl
Hydroxyzine Hydrochloride,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl
Vascor,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.O.Cl
Biperiden Hydrochloride,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl
Phenmetrazine Hydrochloride,CC1C(OCCN1)C2=CC=CC=C2.Cl
Prilocaine Hydrochloride,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl
Argatroban,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
Lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O
Allopregnanolone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
Droxidopa,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O
Prednisolone Tebutate,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O
Quinidine Gluconate,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
Moxifloxacin Hydrochloride,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl
Tral,C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-]
Cycrimine Hydrochloride,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O.Cl
Hexylcaine Hydrochloride,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2.Cl
Fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
Esmolol Hydrochloride,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O.Cl
Carbidopa-levodopa mixt.,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
Imipenem,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
Bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
Apomorphine Hydrochloride,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl
Betaxolol Hydrochloride,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl
Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl
Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
"Spiro(8-azoniabicyclo(3.2.1)octane-8,1'-pyrrolidinium), 3-hydroxy-, chloride, benzilate",C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]
Segesterone Acetate,CC(=O)[C@]1(C(=C)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)OC(=O)C
Trabectedin,CC1=CC2=C([C@@H]3[C@@H]4[C@H]5C6=C(C(=C7C(=C6[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O
Tocainide Hydrochloride,CC1=C(C(=CC=C1)C)NC(=O)C(C)N.Cl
Tadalafil,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
Diclofenac Epolamine,C1CCN(C1)CCO.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
Tizanidine Hydrochloride,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl
Landiolol,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C
Pivmecillinam Hydrochloride,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C.Cl
Paliperidone,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
Tafenoquine,CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC
Clopidogrel Bisulfate,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O
"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl
Indium In-111 Oxyquinoline,C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.[111In+3]
Clofarabine,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
Ammonia N-13,[13NH3]
Ampicillin sodium; sulbactam sodium,CC1([C@@H](C2[C@H](S1(=O)=O)CC2=O)C(=O)O)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
Pramipexole Dihydrochloride Anhydrous,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.Cl.Cl
Pramipexole,CCCN[C@H]1CCC2=C(C1)SC(=N2)N
Valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
Metra,C[C@H]1[C@@H](OCCN1C)C2=CC=CC=C2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Carglumic Acid,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N
Galantamine Hydrobromide,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O.Br
Ezogabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
Ethopropazine Hydrochloride,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
Imatinib Mesylate,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
Levalbuterol Hydrochloride,CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O.Cl
Almotriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
Almotriptan Malate,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3.C(C(C(=O)O)O)C(=O)O
Aminolevulinic Acid Hydrochloride,C(CC(=O)O)C(=O)CN.Cl
Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
Technetium Tc-99m Oxidronate Kit,C(O)(P(=O)(O)O)P(=O)(O)O.[99Tc]
Acetaminophen; propoxyphene hydrochloride,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.CC(=O)NC1=CC=C(C=C1)O.Cl
Desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
Desvenlafaxine,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
Viskazide,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
Foslevodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)OP(=O)(O)O
Rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
Omeprazole Magnesium,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2]
Olmesartan Medoxomil,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
Ulipristal Acetate,CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
Dexpanthenol,CC(C)(CO)[C@H](C(=O)NCCCO)O
Fosamprenavir Calcium,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)C3=CC=C(C=C3)N.[Ca+2]
Safinamide,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
Ivabradine,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC
Febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
Polythiazide; prazosin hydrochloride,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F.COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl
Magnesium Acetate Tetrahydrate,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2]
Pomalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
D-Xylose,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O
Iobenguane I-123,C1=CC(=CC(=C1)[123I])CN=C(N)N
Asasantin,CC(=O)OC1=CC=CC=C1C(=O)O.C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
Nitric Oxide,[N]=O
Aspirin; caffeine; orphenadrine citrate,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.CC(=O)OC1=CC=CC=C1C(=O)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Ecamsule,CC1(C2CCC1(C(=O)C2=CC3=CC=C(C=C3)C=C4C5CCC(C4=O)(C5(C)C)CS(=O)(=O)O)CS(=O)(=O)O)C
Escitalopram,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
Escitalopram Oxalate,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O
Yasmin,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
Pralatrexate,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
Docetaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
Lonafarnib,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N
Levofloxacin,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Ezetimibe,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O
Ertapenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O
Nepafenac,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N
Frovatriptan Succinate,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N.C(CC(=O)O)C(=O)O.O
Moxifloxacin,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
Npc172518,CN1[C@@H]2CC(C[C@H]1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
Gadodiamide,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
"3,5-Pyridinedicarboxylic acid, 4-(2,3-dichlorophenyl)-1,4-dihydro-2,6-dimethyl-, 3-methyl 5-((1-oxobutoxy)methyl) ester",CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
Focalin,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2.Cl
Dexmethylphenidate,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2
Peramivir,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C
Bazedoxifene Acetate,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O
Estradiol Hemihydrate,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.O
Acamprosate Calcium,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Cinacalcet Hydrochloride,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl
Epinastine Hydrochloride,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl
Lactitol,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
Lubiprostone,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F
Methyl Aminolevulinate Hydrochloride,COC(=O)CCC(=O)CN.Cl
Sulfabenzamide mixture with sulfacetamide and sulfathiazole,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N.C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N.C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
Atazanavir Sulfate,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O
Antazoline Phosphate,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.OP(=O)(O)O
Telbivudine,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O
Capozide,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
Droperidol; Fentanyl Citrate,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Mangafodipir Trisodium,[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Mn+2]
Lamivudine; zidovudine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-].C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
Asenapine,CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
Acetaminophen; Codeine Phosphate,CC(=O)NC1=CC=C(C=C1)O.CN1CC[C@]23[C@@H]4C1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OP(=O)(O)O
Mithramycin,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
Doxylamine succinate; pyridoxine hydrochloride,CC1=NC=C(C(=C1O)CO)CO.CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O.Cl
Milnacipran Hydrochloride,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2.Cl
Tafenoquine Succinate,CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC.C(CC(=O)O)C(=O)O
Pentetate Zinc Trisodium,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2]
